Name,Latitude,Longitude,Address,Phone,Website,City
Lincoln Highway Experience,40.2914433,-79.34184139999999,"3435 Route 30 East, Latrobe, PA 15650, USA",(724) 879-4241,http://lhhc.org/,Latrobe
Latrobe Area Historical Society,40.3175393,-79.3814622,"416 Weldon St, Latrobe, PA 15650, USA",(724) 539-8889,https://www.latrobehistory.org/,Latrobe
Cardinal Park,40.3221696,-79.38313629999999,"301-399 E 1st Ave, Latrobe, PA 15650, USA",Unknown,Unknown,Latrobe
Latrobe Skating Center,40.29796,-79.3656584,"2914 Ligonier St, Latrobe, PA 15650, USA",(724) 537-8541,http://www.latrobeskatingcenter.com/,Latrobe
James H Rogers Park,40.31613409999999,-79.3852912,"212 Main St, Latrobe, PA 15650, USA",Unknown,Unknown,Latrobe
Latrobe Parklet,40.3162616,-79.3845778,"903 Ligonier St, Latrobe, PA 15650, USA",Unknown,Unknown,Latrobe
Latrobe Park,40.3151935,-79.3872872,"98 Depot St, Latrobe, PA 15650, USA",Unknown,Unknown,Latrobe
Latrobe Rotary community park,40.279591,-79.37053999999999,"192 Mania Ave, Latrobe, PA 15650, USA",Unknown,Unknown,Latrobe
Idlewild & SoakZone,40.2615155,-79.2770723,"2574 Lincoln Hwy, Ligonier, PA 15658, USA",(724) 238-3666,https://www.idlewild.com/?utm_source=google&utm_medium=OrganicGMB&utm_id=GMBtraffic,Latrobe
Keystone State Park,40.3725903,-79.3850148,"1150 Keystone Park Rd, Derry, PA 15627, USA",(724) 668-2939,http://www.dcnr.state.pa.us/stateparks/findapark/keystone/,Latrobe
Historic Hanna's Town,40.34391660000001,-79.5070545,"809 Forbes Trail Rd, Greensburg, PA 15601, USA",(724) 836-1800,https://www.westmorelandhistory.org/,Latrobe
Lincoln Highway Heritage Corridor,40.29141549999999,-79.3418516,"3435 Route 30 East, Latrobe, PA 15650, USA",(724) 879-4241,http://lhhc.org/,Latrobe
Polymath Park - Frank Lloyd Wright Overnight,40.16486880000001,-79.4162966,"187 Evergreen Ln, Acme, PA 15610, USA",(877) 833-7829,https://www.polymathpark.com/,Latrobe
Compass Inn Museum,40.2118584,-79.1988269,"1386 US-30 East, Laughlintown, PA 15655, USA",(724) 238-4983,http://www.compassinn.org/,Latrobe
Latrobe Park & Recreation Board,40.3150862,-79.3855165,"901 Jefferson St, Latrobe, PA 15650, USA",(724) 537-4331,http://www.latroberecreation.org/,Latrobe
"Historic Fairview Park, Assoc.",40.4061625,-79.55148439999999,"CC4X+FC6, Delmont, PA 15601, USA",(412) 553-6450,https://historicfairviewpark.com/,Latrobe
Bushy Run Battlefield,40.3566847,-79.62354069999999,"1253 Bushy Run Rd, Jeannette, PA 15623, USA",(724) 527-5584,http://bushyrunbattlefield.com/,Latrobe
World's Fair Park,35.9625774,-83.9241924,"525 Henley St, Knoxville, TN 37902, USA",(865) 215-1158,http://worldsfairpark.org/,Knoxville
Knoxville Museum of Art,35.9624258,-83.9252288,"1050 Worlds Fair Park Dr, Knoxville, TN 37916, USA",(865) 525-6101,http://www.knoxart.org/,Knoxville
Sunsphere,35.961707,-83.92335349999999,"810 Clinch Ave, Knoxville, TN 37902, USA",(865) 314-0660,http://www.sunspheretickets.com/,Knoxville
Ijams Nature Center,35.9564535,-83.8667753,"2915 Island Home Ave, Knoxville, TN 37920, USA",(865) 577-4717,http://www.ijams.org/,Knoxville
Knoxville Walking Tours,35.9664481,-83.91916739999999,"301 S Gay St, Knoxville, TN 37902, USA",(865) 309-4522,http://knoxvillewalkingtours.com/,Knoxville
Muse Knoxville,35.9976168,-83.88546749999999,"516 N Beaman St, Knoxville, TN 37914, USA",(865) 594-1494,http://www.themuseknoxville.org/,Knoxville
Knoxville Botanical Garden and Arboretum,35.9821601,-83.88107699999999,"2743 Wimpole Ave, Knoxville, TN 37914, USA",(865) 862-8717,http://www.knoxgarden.org/,Knoxville
Haunted Knoxville Ghost Tours,35.96596299999999,-83.9195529,"36 Market Square #1404, Knoxville, TN 37902, USA",(865) 377-9677,http://www.hauntedknoxville.net/,Knoxville
Three Rivers Rambler,35.9528101,-83.9403756,"2560 University Commons Way, Knoxville, TN 37919, USA",(865) 524-9411,http://www.threeriversrambler.com/,Knoxville
Charles Krutch Park,35.9644142,-83.9186952,"504 Market St, Knoxville, TN 37902, USA",(865) 215-4248,https://www.knoxvilletn.gov/government/city_departments_offices/parks_and_recreation/parks/krutch_park,Knoxville
McClung Museum of Natural History & Culture,35.952005,-83.9272094,"1327 Cir Park Dr, Knoxville, TN 37996, USA",(865) 974-2144,http://mcclungmuseum.utk.edu/,Knoxville
Knoxville Sightseeing,35.9927898,-83.90412769999999,"2519 Mitchell St, Knoxville, TN 37917, USA",(865) 566-0634,Unknown,Knoxville
Chilhowee Park & Exposition Center,35.9962958,-83.8840324,"3301 E Magnolia Ave, Knoxville, TN 37914, USA",(865) 215-1450,https://chilhoweepark.com/,Knoxville
Augusta Quarry,35.94477150000001,-83.9118858,"3000 Fort Dickerson Rd SW, Knoxville, TN 37920, USA",Unknown,Unknown,Knoxville
Zoo Knoxville,35.9998122,-83.8882497,"3500 Knoxville Zoo Dr, Knoxville, TN 37914, USA",(865) 637-5331,https://www.zooknoxville.org/,Knoxville
Outdoor Knoxville Adventure Center,35.9619021,-83.9126632,"900 Volunteer Landing Ln, Knoxville, TN 37915, USA",(865) 228-8424,http://www.outdoorknoxville.com,Knoxville
James White Fort Association,35.9629616,-83.9121693,"205 E Hill Ave, Knoxville, TN 37915, USA",(865) 525-6514,http://jameswhitesfort.org/,Knoxville
"Rowing Man Statue in Knoxville, TN",35.9636109,-83.9175188,"W. Church Avenue &, S Gay St, Knoxville, TN 37902, USA",Unknown,Unknown,Knoxville
UT Gardens Knoxville,35.9439999,-83.9382601,"2518 Jacob Dr, Knoxville, TN 37996, USA",(865) 974-7324,http://utgardens.tennessee.edu/locations/knoxville,Knoxville
East Tennessee Historical Society and Museum,35.9641166,-83.9177945,"601 S Gay St, Knoxville, TN 37902, USA",(865) 215-8830,http://www.easttnhistory.org/,Knoxville
Denver Zoo,39.74959609999999,-104.9508519,"2300 Steele St, Denver, CO 80205, USA",(720) 337-1400,https://denverzoo.org/,Denver
Denver Botanic Gardens,39.7320964,-104.9612839,"1007 York St, Denver, CO 80206, USA",(720) 865-3500,https://www.botanicgardens.org/,Denver
Denver Art Museum,39.73718780000001,-104.9893451,"100 W 14th Ave Pkwy, Denver, CO 80204, USA",(720) 865-5000,https://denverartmuseum.org/,Denver
Denver Museum of Nature & Science,39.74752609999999,-104.9428078,"2001 Colorado Blvd, Denver, CO 80205, USA",(303) 370-6000,https://www.dmns.org/,Denver
Molly Brown House Museum,39.7374933,-104.9807338,"1340 Pennsylvania St, Denver, CO 80203, USA",(303) 832-4092,https://mollybrown.org/,Denver
Big Blue Bear,39.7436238,-104.9952912,"750-776 14th St, Denver, CO 80202, USA",Unknown,http://bluebearstudios.com/,Denver
Elitch Gardens,39.750183,-105.0101417,"2000 Elitch Cir, Denver, CO 80204, USA",(303) 595-4386,https://www.elitchgardens.com/,Denver
Clyfford Still Museum,39.7363194,-104.9897917,"1250 Bannock St, Denver, CO 80204, USA",(720) 354-4880,https://clyffordstillmuseum.org/,Denver
History Colorado Center,39.73583740000001,-104.9871305,"1200 Broadway, Denver, CO 80203, USA",(303) 447-8679,https://www.historycolorado.org/history-colorado-center?utm_source=GoogleBusinessListing,Denver
Historic Elitch Carousel Dome,39.76859109999999,-105.0446649,"3775 Tennyson St, Denver, CO 80212, USA",Unknown,Unknown,Denver
Beyond Light Show,39.7091597,-104.9822776,"400 S Logan St, Denver, CO 80209, USA",Unknown,http://www.beyondlightshow.com/,Denver
Colorado State Capitol,39.73932509999999,-104.9848069,"200 E Colfax Ave, Denver, CO 80203, USA",(303) 866-2604,https://www.colorado.gov/pacific/capitol,Denver
Meow Wolf Denver | Convergence Station,39.7408201,-105.0156629,"1338 1st St, Denver, CO 80204, USA",(866) 636-9969,https://tickets.meowwolf.com/denver/#gbp,Denver
Kirkland Museum of Fine & Decorative Art,39.7355683,-104.9905479,"1201 Bannock St, Denver, CO 80204, USA",(303) 832-8576,http://www.kirklandmuseum.org/,Denver
City Park,39.7476212,-104.9498084,"2001 Colorado Blvd, Denver, CO 80205, USA",(720) 913-1311,http://www.denver.org/listings/City-Park/6822/,Denver
Forney Museum of Transportation,39.7779854,-104.9706957,"4303 Brighton Blvd, Denver, CO 80216, USA",(303) 297-1113,http://www.forneymuseum.org/,Denver
Four Mile Historic Park,39.7035422,-104.9292325,"715 S Forest St, Denver, CO 80246, USA",(720) 865-0800,http://fourmilepark.org/,Denver
Confluence Park,39.754654,-105.0073456,"2250 15th St, Denver, CO 80202, USA",(720) 913-1311,http://www.denver.org/things-to-do/sports-recreation/denver-parks/,Denver
Denver Selfie Museum,39.7453576,-104.9938072,"1531 Stout St Suite 102, Denver, CO 80202, USA",(303) 328-0104,https://denverselfiemuseum.com/,Denver
Wings Over the Rockies Air & Space Museum,39.72089070000001,-104.8955075,"7711 E Academy Blvd, Denver, CO 80230, USA",(303) 360-5360,http://wingsmuseum.org/,Denver
Maine Discovery Museum,44.8000986,-68.7717374,"74 Main St, Bangor, ME 04401, USA",(207) 262-7200,http://www.mainediscoverymuseum.org/,Bangor
Cole Land Transportation Museum,44.7855519,-68.8049006,"405 Perry Rd, Bangor, ME 04401, USA",(207) 990-3600,http://www.colemuseum.org/,Bangor
Cascade Park,44.8113134,-68.7458284,"600 State St, Bangor, ME 04401, USA",(207) 992-4490,Unknown,Bangor
Bangor City Forest,44.8632801,-68.74036509999999,"54 Tripp Dr, Bangor, ME 04401, USA",(207) 992-4490,http://cityforest.bangorinfo.com/,Bangor
Zillman Art Museum,44.80316939999999,-68.7704815,"40 Harlow St, Bangor, ME 04401, USA",(207) 581-3300,http://www.zam.umaine.edu/,Bangor
Bangor Historical Society,44.799951,-68.77431059999999,"159 Union St, Bangor, ME 04401, USA",(207) 942-1900,http://www.bangorhistoricalsociety.org/,Bangor
Broadway Park,44.8110238,-68.7697526,"Bangor, ME 04401, USA",(207) 947-1018,http://www.bangorparksandrec.com/info/facilities,Bangor
The Stephen & Tabitha King Foundation,44.8023001,-68.78499889999999,"47 W Broadway, Bangor, ME 04401, USA",(207) 990-2910,http://www.stkfoundation.org/,Bangor
Paul Bunyan Statue,44.78868310000001,-68.7783728,"519 Main St, Bangor, ME 04401, USA",(207) 947-0307,http://www.bangormaine.gov/,Bangor
Bass Park,44.79054370000001,-68.78296449999999,"Bangor, ME 04401, USA",(207) 947-5555,http://m.facebook.com/pages/Bass-Park/152605074749579,Bangor
Hayford Park,44.80384649999999,-68.7874569,"13th St, Bangor, ME 04401, USA",(207) 947-1018,http://www.bangorparksandrec.com/info/facilities/details.aspx?FacilityID=8711,Bangor
Gomez Park,44.7988879,-68.77017620000001,"40-200 Broad St, Bangor, ME 04401, USA",(207) 992-4490,http://www.bangorparksandrec.com/,Bangor
Stillwater Park Playground,44.8196009,-68.75769249999999,"338 Howard St, Bangor, ME 04401, USA",(207) 992-4490,http://www.bangormaine.gov/content/318/352/default.aspx,Bangor
Walden-Parke Preserve,44.86643709999999,-68.76203079999999,"Bangor, ME 04402, USA",(207) 942-1010,https://www.bangorlandtrust.org/walden-parke.html,Bangor
Saxl Park,44.8163045,-68.7454187,"Mt Hope Ave, Bangor, ME 04401, USA",(207) 941-4023,Unknown,Bangor
Penobscot River Walkway,44.7950177,-68.7705451,"Bangor, ME 04401, USA",Unknown,Unknown,Bangor
Chapin Park,44.80817299999999,-68.7632394,"Bangor, ME 04401, USA",Unknown,http://bangorparksandrec.com/,Bangor
Essex Woods,44.82816820000001,-68.7658699,"12 Watchmaker St, Bangor, ME 04401, USA",(207) 992-4200,http://www.bangormaine.gov/trails,Bangor
Bangor amphitheater,44.7884255,-68.8130067,"357 Odlin Rd, Bangor, ME 04401, USA",Unknown,Unknown,Bangor
Orono Bog Boardwalk,44.8680056,-68.7261071,"Tripp Dr, Bangor, ME 04401, USA",(207) 866-2578,http://www.oronobogwalk.org/,Bangor
Albany Institute of History & Art,42.655725,-73.760233,"125 Washington Ave, Albany, NY 12210, USA",(518) 463-4478,http://www.albanyinstitute.org/,Albany
New York State Museum,42.6485806,-73.7611611,"222 Madison Ave, Albany, NY 12230, USA",(518) 474-5877,http://www.nysm.nysed.gov/,Albany
Schuyler Mansion State Historic Site,42.641474,-73.759383,"32 Catherine St, Albany, NY 12202, USA",(518) 434-0834,https://parks.ny.gov/historic-sites/33/details.aspx,Albany
Albany Pine Bush Preserve,42.7193564,-73.8644145,"195 New Karner Rd Suite 1, Albany, NY 12205, USA",(518) 456-0655,https://www.albanypinebush.org/,Albany
Hear about Here,42.7048002,-73.8645994,"5 Columbia Cir Suite 1, Albany, NY 12203, USA",(518) 250-9488,http://www.hearabouthere.com/,Albany
Discover Albany Visitors Center,42.654109,-73.7482442,"25 Quackenbush Square, Albany, NY 12207, USA",(518) 434-1217,http://www.albany.org/,Albany
Washington Park Lake House,42.656183,-73.7719618,"Washington Park Rd, Albany, NY 12203, USA",(518) 434-5699,https://www.albanyny.gov/,Albany
New York State Capitol,42.65277199999999,-73.7572388,"State St. and, Washington Ave, Albany, NY 12224, USA",(518) 474-2418,http://empirestateplaza.ny.gov/,Albany
USS SLATER,42.6424886,-73.7497636,"141 Broadway, Albany, NY 12202, USA",(518) 431-1943,http://www.ussslater.org/,Albany
Historic Cherry Hill,42.6348514,-73.7634157,"523 1/2, 523 S Pearl St, Albany, NY 12202, USA",(518) 434-4791,https://www.historiccherryhill.org/,Albany
Buckingham Lake Park,42.6641696,-73.8090533,"39 Berkshire Blvd, Albany, NY 12203, USA",(518) 434-5699,Unknown,Albany
Irish American Heritage Museum,42.6542839,-73.74825,"21 Quackenbush Square, Albany, NY 12207, USA",(518) 427-1916,https://www.irish-us.org/,Albany
Ten Broeck Mansion,42.6587337,-73.75117089999999,"9 Ten Broeck Pl, Albany, NY 12210, USA",(518) 436-9826,http://www.tenbroeckmansion.org/,Albany
Parks Recreation & Historic,42.65,-73.75999999999999,"Albany, NY 12238, USA",(518) 474-0456,Unknown,Albany
The McPherson Legacy to the City of Albany - Robert Burns Statue,42.6550745,-73.7679168,"Washington Park Rd &, Hudson Ave, Albany, NY 12210, USA",Unknown,Unknown,Albany
Jim DiNapoli Park,42.6503225,-73.7508196,"Albany, NY 12207, USA",Unknown,Unknown,Albany
Lincoln Park,42.64597000000001,-73.76596339999999,"228 Eagle St, Albany, NY 12202, USA",(518) 434-3201,https://www.albanyny.gov/797/Lincoln-Park-Master-Plan,Albany
East Capitol Park,42.6517889,-73.7560389,"Eagle St, Albany, NY 12210, USA",(518) 474-5733,https://www.ogs.ny.gov/,Albany
American Italian Heritage Museum,42.6964652,-73.80772309999999,"1227 Central Ave, Albany, NY 12205, USA",(518) 435-1979,http://www.americanitalianmuseum.org/,Albany
Triangles and Arches by Alexander Calder,42.6494143,-73.7606768,"134 Eagle St, Albany, NY 12202, USA",(518) 473-7521,https://empirestateplaza.ny.gov/art/alexander-calder,Albany
Laishley Park,26.9387774,-82.0490536,"Punta Gorda, FL 33950, USA",Unknown,http://www.ci.punta-gorda.fl.us/visitors/laishley-park,Punta Gorda
Ponce De Leon Park,26.9098801,-82.09552029999999,"3400 Ponce de Leon Pkwy, Punta Gorda, FL 33950, USA",(941) 575-5041,http://www.ci.punta-gorda.fl.us/visitors/ponce-de-leon-park,Punta Gorda
Charlotte Harbor Preserve State Park,26.8504337,-82.0238705,"12301 Burnt Store Rd, Punta Gorda, FL 33955, USA",(941) 575-5816,https://www.floridastateparks.org/parks-and-trails/charlotte-harbor-preserve-state-park,Punta Gorda
Peace River Wildlife Center,26.910993,-82.09534359999999,"3400 Ponce de Leon Pkwy, Punta Gorda, FL 33950, USA",(941) 637-3830,https://www.prwildlife.org/,Punta Gorda
Punta Gorda Nature Park,26.9094442,-82.06932479999999,"1555 Aqui Esta Dr, Punta Gorda, FL 33950, USA",Unknown,http://www.ci.punta-gorda.fl.us/Home/Components/FacilityDirectory/FacilityDirectory/50/630,Punta Gorda
Gilchrist Park,26.9335081,-82.0561872,"400 W Retta Esplanade, Punta Gorda, FL 33950, USA",(941) 575-3324,http://www.ci.punta-gorda.fl.us/visitors/gilchrist-park,Punta Gorda
Charlotte Harbor Environmental Center,26.874246,-82.027254,"10941 Burnt Store Rd, Punta Gorda, FL 33955, USA",(941) 575-5435,http://checflorida.org/,Punta Gorda
Peace River Botanical & Sculpture Gardens,26.9643263,-81.98863010000001,"5827 Riverside Dr, Punta Gorda, FL 33982, USA",(941) 621-8299,http://www.peacerivergardens.org/,Punta Gorda
Military Heritage Museum,26.929012,-82.05981539999999,"900 W Marion Ave, Punta Gorda, FL 33950, USA",(941) 575-9002,https://militaryheritagemuseum.org/,Punta Gorda
Blanchard House Museum,26.9361476,-82.0438735,"406 Dr Martin Luther King Jr Blvd, Punta Gorda, FL 33950, USA",(941) 575-7518,http://www.blanchardhousemuseum.org/,Punta Gorda
Punta Gorda Boat Center,26.891385,-82.054407,"5258 River Bay Dr, Punta Gorda, FL 33950, USA",(239) 273-1272,Unknown,Punta Gorda
Escape Rooms Unlocked - Punta Gorda,26.937278,-82.044708,"401 E Olympia Ave #2, Punta Gorda, FL 33950, USA",(941) 295-6880,http://escaperoomsunlocked.com/,Punta Gorda
Alligator Bay Distillers,26.9431209,-82.0233473,"25522 Marion Ave, Punta Gorda, FL 33950, USA",(941) 347-8419,http://www.alligatorbaydistillers.com/,Punta Gorda
Hector House Plaza,26.9344632,-82.0505711,"227 Taylor St, Punta Gorda, FL 33950, USA",Unknown,Unknown,Punta Gorda
Sea Grape Artists Gallery,26.9357713,-82.05019639999999,"113 W Marion Ave, Punta Gorda, FL 33950, USA",(941) 575-1718,http://seagrapegallery.com/,Punta Gorda
Peace River,27.0172349,-81.9762545,"631 Woodstork Ln, Punta Gorda, FL 33982, USA",Unknown,Unknown,Punta Gorda
Gasparilla Sound - Charlotte Harbor Aquatic Preserve,26.8355076,-82.10606829999999,"12301 Burnt Store Rd, Punta Gorda, FL 33955, USA",(941) 575-5861,http://www.dep.state.fl.us/coastal/sites/gasparilla/,Punta Gorda
Punta Gorda History Center,26.9254734,-82.04070829999999,"512 E Grace St, Punta Gorda, FL 33950, USA",(941) 916-8800,https://puntagordahistorycenter.blogspot.com/,Punta Gorda
King Fisher Fleet,26.9282576,-82.0639672,"1200 W Retta Esplanade #16a, Punta Gorda, FL 33950, USA",(941) 639-0969,http://www.kingfisherfleet.com/,Punta Gorda
Charlotte Harbor Preserve Nature Walk,26.8735149,-82.0239328,"Co Rd 765, Punta Gorda, FL 33955, USA",(941) 575-5816,https://www.floridastateparks.org/parks-and-trails/charlotte-harbor-preserve-state-park,Punta Gorda
Bonnet House Museum & Gardens,26.1363719,-80.1069179,"900 N Birch Rd, Fort Lauderdale, FL 33304, USA",(954) 563-5393,http://www.bonnethouse.org/,Fort Lauderdale
Jungle Queen Riverboat,26.1126572,-80.1076874,"801 Seabreeze Blvd, Fort Lauderdale, FL 33316, USA",(954) 462-5596,http://www.junglequeen.com/,Fort Lauderdale
Riverwalk Fort Lauderdale,26.1189446,-80.1342954,"888 E Las Olas Blvd #210, Fort Lauderdale, FL 33301, USA",(954) 468-1541,http://www.goriverwalk.com/,Fort Lauderdale
Museum of Discovery and Science,26.1206046,-80.1479671,"401 SW 2nd St, Fort Lauderdale, FL 33312, USA",(954) 467-6637,http://www.mods.org/,Fort Lauderdale
Historic Stranahan House Museum,26.1184624,-80.13748989999999,"335 SE 6th Ave, Fort Lauderdale, FL 33301, USA",(954) 524-4736,http://www.stranahanhouse.org/,Fort Lauderdale
History Fort Lauderdale,26.1191543,-80.1459453,"231 SW 2nd Ave, Fort Lauderdale, FL 33301, USA",(954) 463-4431,http://www.historyfortlauderdale.org/,Fort Lauderdale
Earl Lifshey Ocean Park,26.167472,-80.0989553,"3054 N Ocean Blvd, Fort Lauderdale, FL 33308, USA",(954) 828-7275,https://www.parks.fortlauderdale.gov/beach/beaches/earl-lifshey-park,Fort Lauderdale
Colee Hammock Park,26.1173142,-80.1287546,"1500 Brickell Dr, Fort Lauderdale, FL 33301, USA",(954) 828-7275,https://www.parks.fortlauderdale.gov/Home/Components/FacilityDirectory/FacilityDirectory/141/1091,Fort Lauderdale
Beach Pavilion at Lauderdale-By-The-Sea,26.1896272,-80.0951458,"0 Commercial Blvd, Lauderdale-By-The-Sea, FL 33308, USA",(954) 640-4200,http://www.discoverlbts.com/,Fort Lauderdale
Hugh Taylor Birch State Park,26.1453543,-80.1049979,"3109 E Sunrise Blvd, Fort Lauderdale, FL 33304, USA",(954) 564-4521,https://www.floridastateparks.org/park/Hugh-Taylor-Birch,Fort Lauderdale
broward center perfoming arts,26.122631,-80.104097,"1 N Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33304, USA",Unknown,Unknown,Fort Lauderdale
DC Alexander Park,26.116333,-80.1051955,"501 S Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33316, USA",(954) 828-7275,https://www.parks.fortlauderdale.gov/Home/Components/FacilityDirectory/FacilityDirectory/22/1091,Fort Lauderdale
Escapology,26.1219735,-80.1043497,"17 S Fort Lauderdale Beach Blvd #300, Fort Lauderdale, FL 33316, USA",(954) 900-5463,https://www.escapology.com/en/fort-lauderdale-fl/,Fort Lauderdale
Esplanade Park,26.1199683,-80.1479426,"400 SW 2nd St, Fort Lauderdale, FL 33312, USA",(954) 828-7275,http://www.fortlauderdale.gov/,Fort Lauderdale
Riverfront Arch,26.12045969999999,-80.1445036,"200 SW 1st Ave, Fort Lauderdale, FL 33301, USA",Unknown,Unknown,Fort Lauderdale
Dr. Von D. Mizell-Eula Johnson State Park,26.0746754,-80.1114437,"6503 N Ocean Dr, Dania Beach, FL 33004, USA",(954) 923-2833,https://www.floridastateparks.org/parks-and-trails/dr-von-d-mizell-eula-johnson-state-park,Fort Lauderdale
NSU Art Museum Fort Lauderdale,26.1196496,-80.14276869999999,"1 E Las Olas Blvd, Fort Lauderdale, FL 33301, USA",(954) 525-5500,http://nsuartmuseum.org/,Fort Lauderdale
Pioneer House Museum,26.1194231,-80.1458304,"229 SW 2nd Ave, Fort Lauderdale, FL 33301, USA",Unknown,http://www.historyfortlauderdale.org/,Fort Lauderdale
Fort Lauderdale Historical Society,26.1198756,-80.14577539999999,"219 SW 2nd Ave, Fort Lauderdale, FL 33301, USA",(954) 463-4431,http://historyfortlauderdale.org/,Fort Lauderdale
Fort Lauderdale Beach Cam - Live Streaming,26.1296352,-80.1035553,"505 N Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33304, USA",Unknown,Unknown,Fort Lauderdale
The Franklin Institute,39.9582109,-75.17313469999999,"222 N 20th St, Philadelphia, PA 19103, USA",(215) 448-1200,https://www.fi.edu/?utm_source=google&utm_medium=googlemybusiness&utm_campaign=2021,Philadelphia
Independence National Historical Park,39.9495312,-75.14973189999999,"Philadelphia, PA 19106, USA",(215) 965-2305,https://www.nps.gov/inde/index.htm,Philadelphia
Philadelphia's Magic Gardens,39.94271519999999,-75.1593153,"1020 South St, Philadelphia, PA 19147, USA",(215) 733-0390,http://www.phillymagicgardens.org/,Philadelphia
Philadelphia Museum of Art,39.9655697,-75.18096609999999,"2600 Benjamin Franklin Pkwy, Philadelphia, PA 19130, USA",(215) 763-8100,https://www.philamuseum.org/,Philadelphia
Liberty Bell,39.9496103,-75.1502821,"526 Market St, Philadelphia, PA 19106, USA",(215) 965-2305,https://www.nps.gov/inde/learn/historyculture/stories-libertybell.htm,Philadelphia
Eastern State Penitentiary,39.9683364,-75.17266479999999,"2027 Fairmount Ave, Philadelphia, PA 19130, USA",(215) 236-3300,http://www.easternstate.org/,Philadelphia
JFK Plaza (Love Park),39.9541322,-75.16563959999999,"Arch St, Philadelphia, PA 19102, USA",(215) 686-1776,http://www.phila.gov/Pages/default.aspx,Philadelphia
Philadelphia Zoo,39.97149589999999,-75.1955383,"3400 W Girard Ave, Philadelphia, PA 19104, USA",(215) 243-1100,https://www.philadelphiazoo.org/,Philadelphia
Franklin Square,39.95566339999999,-75.1504502,"200 N 6th St, Philadelphia, PA 19106, USA",(215) 629-4026,http://www.historicphiladelphia.org/franklin-square/what-to-see/,Philadelphia
Rodin Museum,39.9619232,-75.17395789999999,"2151 Benjamin Franklin Pkwy, Philadelphia, PA 19130, USA",(215) 763-8100,https://www.rodinmuseum.org/,Philadelphia
Rocky Statue,39.96513309999999,-75.1792878,"2600 Benjamin Franklin Pkwy, Philadelphia, PA 19130, USA",Unknown,http://www.associationforpublicart.org/artwork/rocky/,Philadelphia
Please Touch Museum,39.9794964,-75.209147,"4231 Avenue of the Republic, Philadelphia, PA 19131, USA",(215) 581-3181,http://www.pleasetouchmuseum.org/,Philadelphia
Elfreth's Alley Museum,39.95271779999999,-75.14248189999999,"126 Elfreth's Alley, Philadelphia, PA 19106, USA",Unknown,http://elfrethsalley.org/,Philadelphia
African American Museum in Philadelphia,39.95326139999999,-75.1517562,"701 Arch St, Philadelphia, PA 19106, USA",(215) 574-0380,http://aampmuseum.org/,Philadelphia
The Mütter Museum at The College of Physicians of Philadelphia,39.9532308,-75.1763698,"19 S 22nd St, Philadelphia, PA 19103, USA",(215) 563-3737,https://muttermuseum.org/,Philadelphia
Museum of the American Revolution,39.94832030000001,-75.1457547,"101 S 3rd St, Philadelphia, PA 19106, USA",(215) 253-6731,https://www.amrevmuseum.org/,Philadelphia
Penn Museum,39.9492392,-75.191367,"3260 South St, Philadelphia, PA 19104, USA",(215) 898-4000,http://www.penn.museum/,Philadelphia
Benjamin Franklin Museum,39.9494619,-75.1468994,"317 Chestnut St, Philadelphia, PA 19106, USA",(267) 514-1522,http://www.nps.gov/inde/planyourvisit/benjaminfranklinmuseum.htm,Philadelphia
Barnes Foundation,39.9606433,-75.17280749999999,"2025 Benjamin Franklin Pkwy, Philadelphia, PA 19130, USA",(215) 278-7000,https://www.barnesfoundation.org/,Philadelphia
Betsy Ross House,39.9522267,-75.1446521,"239 Arch St, Philadelphia, PA 19106, USA",(215) 629-4026,http://historicphiladelphia.org/what-to-see/,Philadelphia
Phelps Mansion Museum,42.10064390000001,-75.9055669,"191 Court St, Binghamton, NY 13901, USA",(607) 722-4873,http://www.phelpsmansion.org/,Binghamton
Roberson Museum and Science Center,42.0938996,-75.91858119999999,"30 Front St, Binghamton, NY 13905, USA",(607) 772-0660,http://www.roberson.org/,Binghamton
Ross Park Zoo,42.07569539999999,-75.90648759999999,"60 Morgan Rd, Binghamton, NY 13903, USA",(607) 724-5461,http://www.rossparkzoo.org/,Binghamton
Bundy Museum of History and Art,42.1019264,-75.9282463,"133 Main St, Binghamton, NY 13905, USA",(607) 772-9179,http://www.bundymuseum.org/,Binghamton
The Discovery Center of the Southern Tier,42.0738133,-75.9037491,"60 Morgan Rd, Binghamton, NY 13903, USA",(607) 773-8661,http://www.thediscoverycenter.org/,Binghamton
Otsiningo Park,42.1235412,-75.90285240000001,"1 Otsiningo Park, Binghamton, NY 13905, USA",(607) 778-6541,http://www.gobroomecounty.com/parks/otsiningo,Binghamton
Recreation Park,42.09971599999999,-75.93329659999999,"Beethoven St & Seminary Ave, Binghamton, NY 13905, USA",(607) 722-9166,Unknown,Binghamton
Cutler Botanic Garden,42.1283107,-75.9058877,"840 Front St, Binghamton, NY 13905, USA",(607) 772-8953,http://ccebroomecounty.com/gardening/cutler-botanic-gardens,Binghamton
Confluence Park,42.0928571,-75.9163927,"N Shore Dr, Binghamton, NY 13901, USA",Unknown,http://www.visitbinghamton.org/listings/the-confluence-park/,Binghamton
