,NAME,room type,price,minimum nights,review rate number,house_rules,maximum occupancy,city
4193,Family-friendly 2 bed apt.near Manhattan,Entire home/apt,880.0,4.0,5.0,,5,Spokane
4194,Sonder | Stock Exchange | Serene 2BR + Kitchen,Entire home/apt,856.0,2.0,2.0,,6,Birmingham
4195,"Great Room In Brooklyn, The Park, 30 min to MH.",Private room,309.0,5.0,3.0,No pets & No parties & No smoking,2,Santa Maria
4196,HOUSE WITH 2 ENTRANCES 15min TO MANHATTAN,Entire home/apt,961.0,3.0,4.0,No children under 10,8,Yakutat
4197,ROOMY 2BA/3BD - Parking Included,Entire home/apt,885.0,3.0,2.0,No parties & No visitors,8,Yakutat
4198,Luxurious LES/Nolita Loft,Entire home/apt,1195.0,3.0,4.0,,10,Aberdeen
4199,Cosy bedroom complete with fort,Private room,484.0,3.0,2.0,No parties,1,Stockton
4200,Call it Home.,Private room,460.0,15.0,5.0,,1,Billings
4201,Beautiful Alcove Studio in West Midtown,Entire home/apt,660.0,3.0,4.0,No smoking & No visitors & No children under 10,3,Everett
4202,PRIVATE STUDIO WITH LOTS OF LIGHT,Entire home/apt,713.0,1.0,4.0,No visitors,7,Lawton
4203,Dbl Room with Terrace and View!,Private room,1047.0,1.0,2.0,,2,Butte
4204,"Spacious living room, walk-in closet",Shared room,1125.0,3.0,3.0,No smoking & No children under 10,1,Watertown
4205,Huge 1 bedroom w/ a backyard near the heart of nyc,Entire home/apt,573.0,3.0,4.0,No pets & No parties,4,Riverton
4206,THE WHITE HOUSE BEDROOM 1,Private room,654.0,3.0,5.0,No parties & No pets,2,Atlanta
4207,Space For guest,Shared room,1022.0,1.0,1.0,No pets & No visitors & No parties,1,Salisbury
4208,Charming Studio,Entire home/apt,591.0,4.0,3.0,No children under 10 & No parties,4,Lewisburg
4209,Beautiful modern apartment located in Gramercy,Entire home/apt,187.0,7.0,1.0,No smoking,2,Cordova
4210,1 Room in 2 Bed Apt in the heart of Nolita/Soho,Private room,397.0,4.0,2.0,No parties & No visitors,2,Pullman
4211,~ Brooklyn Haven of Magic ~,Private room,550.0,2.0,2.0,No visitors,2,Fort Leonard Wood
4212,Spacious studio apartment on ideal LES block,Entire home/apt,79.0,2.0,3.0,No smoking,3,Nantucket
4213,Sunny big bedroom in lively Brooklyn neighborhood,Private room,440.0,14.0,3.0,No pets & No smoking,2,Rockford
4214,Location!! Welcome to my Lovely Home.,Private room,678.0,1.0,3.0,,1,Ontario
4215,Beautiful with private terrace,Entire home/apt,889.0,3.0,2.0,No visitors & No children under 10,7,Yuma
4216,Spacious 2 bedroom Garden apartment,Entire home/apt,621.0,2.0,5.0,No smoking,5,Bloomington
4217,Great Room in Williamsburg (uriel),Private room,1059.0,2.0,4.0,No visitors,2,Fort Leonard Wood
4218,Rosalee Stewart,Entire home/apt,1128.0,4.0,4.0,,5,Lewiston
4219,Brooklyn Bedroom Near Subway with Washer/Dryer,Private room,586.0,3.0,2.0,No visitors,1,Joplin
4220,Private bedroom w/pvt entrance near Times sq. 42D,Private room,214.0,7.0,2.0,No pets,1,Nantucket
4221,"Room w/private bathroom, Breakfast & 7min to Manh",Private room,81.0,5.0,2.0,No parties & No visitors,2,Williston
4222,#1 Rated 3br Park Slope Apt (1700sqf+Renovated!),Entire home/apt,169.0,3.0,5.0,No visitors & No smoking & No pets,3,Staunton
4223,Beautiful 1 bed Apt in Midtown!,Entire home/apt,1158.0,1.0,4.0,No children under 10 & No visitors,7,Ontario
4224,Private master bed and bath in Astoria,Private room,1117.0,7.0,2.0,No children under 10 & No pets & No smoking,1,Spokane
4225,Manhattan | Luxurious 1 Bedroom,Entire home/apt,573.0,30.0,2.0,No children under 10,2,Fort Wayne
4226,Modern luxury apartment 15 mins to central park!,Entire home/apt,719.0,2.0,4.0,No pets & No parties,2,Hilton Head
4227,"clean, quiet, 1 bdrm, great locale",Entire home/apt,691.0,6.0,1.0,,5,Traverse City
4228,Comfy room (only) in my apt - UWS,Private room,546.0,2.0,4.0,No visitors,2,Memphis
4229,"Sunny, Cozy, and a View!",Entire home/apt,1137.0,2.0,4.0,No smoking,9,Syracuse
4230,luxury apartment near wall street,Entire home/apt,1155.0,15.0,3.0,No pets,9,Decatur
4231,Stunning Apartment in Heart of Williamsburg,Entire home/apt,835.0,3.0,5.0,No parties,8,Mason City
4232,Huge sunny 2bed apt in Harlem. Skyline views!,Entire home/apt,732.0,2.0,4.0,No children under 10,7,Atlantic City
4233,Luxury loft 2bed 2bath Mulberry st,Private room,526.0,31.0,4.0,No children under 10 & No parties,1,St. Petersburg
4234,Private room in Sunnyside Gardens,Private room,408.0,2.0,1.0,No smoking,2,Cleveland
4235,Spacious One Bedroom in the Heart of Brooklyn,Entire home/apt,155.0,2.0,2.0,No visitors,2,Presque Isle
4236,Sunshine Studio near Columbia U,Entire home/apt,1023.0,1.0,2.0,No pets,4,Riverton
4237,NICE 2 BED APT NEAR TIME SQUARE,Entire home/apt,1070.0,30.0,4.0,No pets & No smoking & No children under 10,7,New Orleans
4238,5min to metro - Cozy and Bright - Shared Kitchen,Private room,1125.0,30.0,5.0,,2,Kahului
4239,"Authentic, Traditional NYC -  Walk to Times Square",Entire home/apt,1025.0,2.0,3.0,No visitors,5,Walla Walla
4240,Large room in two-story brownstone,Private room,927.0,2.0,3.0,,2,Wilmington
4241,Comfortable 1-bedroom in South Slope,Private room,196.0,1.0,1.0,No smoking & No children under 10,2,Minot
4242,Large Basement Bedroom With Kitchen,Private room,433.0,4.0,,No parties,2,Grand Island
4243,Williamsburg bliss,Entire home/apt,1086.0,3.0,4.0,No visitors,3,Miami
4244,Private room - Midtown West elevator building,Private room,506.0,2.0,2.0,No pets & No children under 10,2,Monterey
4245,Room in The Heights!,Private room,1167.0,4.0,3.0,No smoking & No parties & No pets,2,Cincinnati
4246,An Amazing Creative Loft,Private room,703.0,2.0,3.0,No smoking,1,Indianapolis
4247,Huge Private Room Near Prospect Park,Private room,73.0,7.0,2.0,No parties & No pets,2,Dallas
4248,Cozy bedroom in Long Island city.,Private room,538.0,4.0,4.0,,1,White Plains
4249,TIGER’S REST,Entire home/apt,375.0,2.0,5.0,No pets,3,Decatur
4250,Comfortable 420 Friendly Room,Private room,486.0,1.0,4.0,No parties,2,Gillette
4251,"Beautiful, Sunny, Artsy apartment in Brooklyn",Entire home/apt,660.0,21.0,3.0,No children under 10,4,Newark
4252,"Cozy, two bedrooms in a shared apartment.",Private room,279.0,1.0,1.0,,1,Bloomington
4253,Large Modern Cozy Apartment Close to Train,Entire home/apt,1012.0,3.0,2.0,No visitors,6,Dickinson
4254,Cozy Midtown 1BR w/ Doorman near Penn Station by Blueground,Entire home/apt,829.0,30.0,5.0,No pets,2,Birmingham
4255,Private BR + Bathroom in brand new BK brownstone!,Private room,665.0,7.0,3.0,No smoking & No children under 10 & No pets,2,Elmira
4256,Beautiful Williamsburg 1.5 BR-9 min to NYC!,Entire home/apt,1108.0,2.0,1.0,No pets & No smoking,6,Charlotte
4257,Private room 5 mins to Manhattan 2 blocks to train,Private room,731.0,4.0,3.0,No children under 10 & No visitors,1,Waco
4258,"Beautiful well lit studio located in Brooklyn, NY",Entire home/apt,1079.0,1.0,5.0,No pets,4,Dayton
4259,Hillside Hotel,Private room,1096.0,1.0,5.0,No smoking,2,International Falls
4260,Luxury Modern Brownstone Full Apt,Entire home/apt,114.0,3.0,1.0,No children under 10 & No visitors,3,Lynchburg
4261,"Spacious Room in a Historic, Beautiful Apartment",Private room,284.0,3.0,3.0,No children under 10,1,Gillette
4262,Awesome Manhattan Midtown Apartment,Entire home/apt,683.0,2.0,2.0,No children under 10,6,Bangor
4263,Bright UWS Studio with great location,Entire home/apt,271.0,4.0,2.0,No smoking,3,Guam
4264,TriBeCa Amazing River View Loft 3BR,Entire home/apt,1195.0,10.0,1.0,No parties,11,Phoenix
4265,Spacious and romantic apartment near Prospect Park,Entire home/apt,1006.0,3.0,3.0,No visitors & No smoking,7,Pueblo
4266,Bright and Cozy Room in Williamsburg,Private room,566.0,4.0,4.0,No visitors & No parties,2,Garden City
4267,Luxury 3 bedroom apartment on the Upper East Side,Entire home/apt,481.0,2.0,5.0,No children under 10 & No smoking,3,Wilmington
4268,2 bedrooms: 1 queen bed and 1 full bed,Private room,246.0,1.0,5.0,No children under 10 & No parties & No smoking,2,Cody
4269,Breathtaking City Views 3 Bed Apt. in Lincoln Sq!,Entire home/apt,1033.0,30.0,2.0,No smoking & No visitors,5,Saginaw
4270,Gorgeous Daylight Photo Studio in Chelsea,Entire home/apt,177.0,1.0,2.0,,3,Charlotte Amalie
4271,Enormous bedroom in UWS 2-bed,Private room,1002.0,3.0,4.0,No pets & No parties,2,Mosinee
4272,Big Private Studio one Subway stop from Manhattan,Entire home/apt,763.0,5.0,2.0,No smoking & No pets,7,Missoula
4273,Sunny Greenpoint Junior 1 Bedroom,Entire home/apt,140.0,5.0,5.0,No smoking & No pets,2,Kalamazoo
4274,Dominiques Homesharing  room NYC* metro*quiet*safe,Private room,1099.0,2.0,5.0,No visitors,1,Burbank
4275,"Sparkling 2nd Flr Apt, Near JFK, LGA & NY City",Entire home/apt,634.0,2.0,3.0,No parties,2,Lexington
4276,Gorgeous luxury place Williamsburg,Entire home/apt,994.0,1.0,2.0,No parties & No smoking,2,Newport News
4277,Queen Charlotte’s in B’klyn  (accommodation for 1),Private room,313.0,2.0,2.0,No pets,2,Worcester
4278,Huge Bedroom in the Upper West near Central Park,Private room,184.0,7.0,3.0,No children under 10 & No smoking & No pets,2,Springfield
4279,Spacious Penthouse Bedroom,Private room,923.0,1.0,1.0,No smoking & No parties,1,Valparaiso
4280,Grande chambre lumineuse à bushwick,Private room,468.0,2.0,4.0,No visitors & No children under 10,1,Myrtle Beach
4281,Brooklyn apartment,Entire home/apt,137.0,7.0,4.0,No pets,3,Yuma
4282,East Village Studio Apt w/private Courtyard Oasis,Entire home/apt,309.0,6.0,5.0,No parties & No smoking,3,Great Falls
4283,Beautiful two bedrooms in front of the park,Entire home/apt,1082.0,2.0,5.0,,3,Brainerd
4284,Holiday Sublet! 20 min to midtown,Private room,1150.0,6.0,1.0,No smoking & No visitors,1,Aguadilla
4285,A2Long Island City Big Room Great Location,Private room,155.0,1.0,1.0,No children under 10 & No pets,1,Adak Island
4286,Newly renovated & spacious Woodside room,Private room,504.0,30.0,3.0,No parties,1,Chicago
4287,1 Bedroom in a Washington Heights Apartment,Private room,844.0,2.0,2.0,No pets,2,Lawton
4288,SHOOTS ONLY - Huge Artist loft in Williamsburg,Entire home/apt,526.0,1.0,4.0,No pets,2,Syracuse
4289,"Big Private, Sunny, and Quiet Room",Private room,913.0,1.0,4.0,No pets & No parties,2,Salina
4290,Beauty In The East-Mins to Subway/JFK/LGA/Manhatta,Entire home/apt,245.0,1.0,3.0,,3,Charlotte Amalie
4291,Big private bed/bath in penthouse!,Private room,277.0,1.0,2.0,No children under 10,2,Aguadilla
4292,Perfect UES location! Museum quality private room!,Private room,276.0,3.0,1.0,No visitors & No pets,2,Lawton
4293,Big One Bedroom Directly Across from Central Park!,Entire home/apt,1018.0,2.0,2.0,No children under 10,5,Charlotte Amalie
4294,"Modern 1 Bedroom with Large Windows, Lots of Light",Entire home/apt,590.0,2.0,5.0,No children under 10 & No smoking,4,Charleston
4295,Greenpoint Apartment,Private room,286.0,10.0,2.0,No pets & No smoking & No parties,2,Hyannis
4296,City Life in Harlem,Entire home/apt,763.0,5.0,2.0,No parties & No children under 10 & No pets,2,Aguadilla
4297,Manhattan Ave Apartment 2 stops from Times Square,Private room,411.0,2.0,4.0,No visitors,2,Fargo
4298,Upscale Sun-Soaked Luxury apartment in Brooklyn,Entire home/apt,789.0,1.0,4.0,No children under 10,5,Liberal
4299,Chez Jesse Vacation Spot,Private room,55.0,2.0,3.0,No visitors,1,Jackson
4300,LUX Doorman Gym ! 2 Bedroom5179,Entire home/apt,921.0,30.0,2.0,No parties & No visitors,7,Pueblo
4301,East Village Dream Apartment - Best Rooftop View,Entire home/apt,1110.0,7.0,3.0,No parties & No smoking,11,Casper
4302,NYC NEW YEARS EVE - LUXURY CRASH PAD!,Shared room,233.0,4.0,2.0,No children under 10,1,Newburgh
4303,Large 2 BDRM @ McCarren Park!!,Entire home/apt,97.0,30.0,3.0,,3,Aguadilla
4304,Brooklyn Flavor,Private room,741.0,3.0,4.0,No pets & No parties & No visitors,2,Gillette
4305,Private Apt Near NYC Airport & Northshore Hospital,Entire home/apt,592.0,1.0,1.0,No smoking & No children under 10,3,Washington
4306,1 Bedroom Apartment in Willimasburg,Private room,995.0,7.0,1.0,,2,Ogdensburg
4307,Cute modern one bedroom apartment near Gramercy,Entire home/apt,907.0,5.0,2.0,No visitors & No parties & No smoking,4,Dubuque
4308,"Bright, private room in the HEART of Williamburg",Private room,711.0,25.0,3.0,No parties & No children under 10 & No pets,2,Honolulu
4309,Nice bedroom in Morningside Heights spacious flat,Private room,777.0,30.0,5.0,No smoking,2,Marquette
4310,Williamsburg Penthouse,Entire home/apt,113.0,5.0,3.0,No parties,3,Killeen
4311,Country space in the city,Private room,1020.0,1.0,3.0,No parties,1,Punta Gorda
4312,Beautiful Bedroom Mid Town Manhattan,Private room,617.0,2.0,2.0,,1,Louisville
4313,Deluxe Loft Suite with Patio,Entire home/apt,717.0,1.0,5.0,No children under 10,2,Paducah
4314,PERFECT LONG TERM RENTAL~1 BR- EAST 60TH STREET,Entire home/apt,515.0,30.0,5.0,No smoking & No parties,2,White Plains
4315,Entire apartment next to McGolrick Park!,Entire home/apt,887.0,7.0,2.0,No visitors & No pets,8,Atlantic City
4316,Blue House on Martense,Entire home/apt,1031.0,4.0,5.0,No smoking,6,Ketchikan
4317,Nice studio 4 people next to Times Square.,Entire home/apt,392.0,2.0,4.0,,3,Waterloo
4318,5mn location from Manhattan midtown,Private room,875.0,1.0,1.0,No visitors,2,Corpus Christi
4319,"Artsy, Sun-Soaked Pre-War Williamsburg Apt",Entire home/apt,872.0,10.0,4.0,No parties,2,Houston
4320,Spacious  South Slope apartment,Entire home/apt,742.0,5.0,5.0,No pets,7,Atlantic City
4321,Delicious & Airy Apt in Landmark Brownstone,Entire home/apt,1157.0,2.0,5.0,No smoking & No visitors & No parties,5,Montrose
4322,"Private Room, Modern Finishes - AC and Backyard!",Private room,1167.0,2.0,3.0,No children under 10 & No smoking & No visitors,1,Devils Lake
4323,"Quiet, Large, & Cozy Bedroom in Bushwick Apt - 2",Private room,1144.0,1.0,3.0,No pets & No smoking,2,Ontario
4324,"Modern loft in Cobble Hill, BK",Private room,186.0,1.0,4.0,No pets & No children under 10,2,Duluth
4325,Cozy bedroom close to Manhattan,Private room,576.0,1.0,3.0,No children under 10,1,Nashville
4326,Fort Greene Jewel,Entire home/apt,494.0,29.0,3.0,No pets,4,Elko
4327,"Cozy 3 Bedroom, 20 Minutes to Times Square!",Entire home/apt,458.0,3.0,4.0,No smoking,3,Montrose
4328,Midtown east for 5 people,Entire home/apt,459.0,2.0,5.0,No children under 10,3,Arcata
4329,"Private! entire studio, private bath, own entrance",Entire home/apt,886.0,1.0,4.0,No visitors,5,Hattiesburg
4330,LUXURY MID-CENTURY MODERN LOFT SOHO,Entire home/apt,1068.0,14.0,2.0,No pets,9,San Luis Obispo
4331,Cherry Hill House - Blue Room,Private room,1008.0,1.0,1.0,No smoking,1,Durango
4332,Large & comfortable studio in Financial District,Entire home/apt,1123.0,6.0,4.0,,7,San Juan
4333,Cozy LIC Loft-Style Apt- Minutes to Manhattan,Entire home/apt,1063.0,20.0,2.0,No smoking & No pets,6,Washington
4334,"Grand Street in Brooklyn, G stop, L stop.",Entire home/apt,565.0,2.0,3.0,,3,Wrangell
4335,Cozy Brooklyn Apartment room near  Manhattan,Private room,467.0,2.0,2.0,No parties,2,Santa Fe
4336,Studio Apartment in Upper East Side,Entire home/apt,366.0,7.0,5.0,No children under 10 & No visitors & No parties,3,Fort Myers
4337,Luxurious Apt Best Finishes & Location,Entire home/apt,592.0,30.0,3.0,No children under 10 & No visitors,5,Vernal
4338,Modern townhouse convenient to everything,Entire home/apt,637.0,3.0,3.0,No parties,6,Reno
4339,Sunny bedroom in historic Bed Stuy BK brownstone,Private room,490.0,14.0,5.0,No pets & No smoking,1,Traverse City
4340,Centrally located East Village studio,Entire home/apt,188.0,2.0,5.0,No parties,2,Eagle
4341,Magic Waters - Brooklyn Refuge,Entire home/apt,363.0,2.0,2.0,No parties,2,El Paso
4342,Room in musicians loft/music venue,Private room,755.0,3.0,5.0,,1,Escanaba
4343,A Tree Grows in Brooklyn,Private room,1187.0,2.0,5.0,No parties & No visitors,1,Waterloo
4344,Nice and clean private space in Bklyn loft.,Private room,217.0,10.0,3.0,No visitors,1,Victoria
4345,Home away from home in cozy BK apartment,Private room,202.0,3.0,3.0,No pets & No visitors & No smoking,2,Elko
4346,"Spacious, Bright Harlem Treetop Duplex",Entire home/apt,1007.0,3.0,3.0,No smoking & No visitors & No children under 10,8,Lake Charles
4347,Upper East Side Spacious 2 Bedrooms,Entire home/apt,247.0,3.0,3.0,,2,Mason City
4348,Quality Cozy Studio Next to Subway,Entire home/apt,921.0,4.0,3.0,,3,Bismarck
4349,Private Room and most of apt in Upper West Side,Private room,752.0,1.0,3.0,No smoking & No parties,2,Medford
4350,"Home away from home,clean and cozy.",Private room,662.0,2.0,4.0,No smoking,2,Santa Rosa
4351,Contemporary Luxury Studio Apartment,Entire home/apt,509.0,30.0,4.0,No parties,5,Birmingham
4352,Greenwich Village Apartment,Entire home/apt,781.0,3.0,4.0,No parties & No smoking,3,Laramie
4353,Private room close to the center of Williamburg,Private room,231.0,1.0,2.0,No visitors & No children under 10,1,Dallas
4354,Beautiful Sunlit Retreat in Manhattan,Entire home/apt,268.0,2.0,2.0,No visitors & No parties & No smoking,3,Moline
4355,Comfortable 2BR Apartment in City Center ♛,Entire home/apt,734.0,1.0,4.0,No children under 10 & No visitors,5,Twin Falls
4356,"Sunny Studio, Amazing Neighborhood",Entire home/apt,254.0,7.0,4.0,No visitors & No smoking & No parties,2,Bemidji
4357,Beautiful home,Private room,351.0,1.0,2.0,No pets & No parties,1,San Angelo
4358,Chic East Village 1 bed apt,Entire home/apt,155.0,2.0,4.0,No parties & No children under 10 & No pets,3,Hattiesburg
4359,Charming attic Room in Home + Backyard/Near Metro,Private room,249.0,3.0,1.0,No visitors,1,Green Bay
4360,Cozy Bedroom in the heart of Williamsburg,Private room,1153.0,4.0,3.0,No parties & No pets,1,Lafayette
4361,Sunny Spacious King Size Bed,Entire home/apt,87.0,3.0,1.0,No children under 10,3,Fargo
4362,Beauty bedroom in 1899 gem,Private room,123.0,2.0,3.0,No parties,1,Fort Leonard Wood
4363,Modern Comfort in West Village,Entire home/apt,379.0,1.0,2.0,No smoking,3,Jackson
4364,A Couch In East Williamsburg Near Train.,Shared room,247.0,1.0,4.0,No pets & No visitors,1,Corpus Christi
4365,Spacious Bedroom in Williamsburg Duplex,Private room,294.0,2.0,1.0,No children under 10,1,Hibbing
4366,Private apartment (1st floor) with all amenities,Entire home/apt,1187.0,2.0,2.0,No parties,7,Ontario
4367,Big and cozy room,Private room,104.0,3.0,5.0,No smoking & No parties,2,Wilmington
4368,Beautiful Spacious 1 Bed in Hip Harlem Neighborhd,Entire home/apt,63.0,3.0,1.0,No visitors & No parties,3,Asheville
4369,Artist's Budget Apartment,Private room,142.0,2.0,1.0,No pets,2,Panama City
4370,Cozy room in renovated Harlem apt,Private room,143.0,6.0,4.0,No visitors,1,Kona
4371,--Into The Heart Of Greenpoint--,Entire home/apt,571.0,3.0,2.0,,4,Madison
4372,BK Master bedroom with King sized bed,Private room,1093.0,2.0,2.0,No parties,2,Kansas City
4373,Cozy apartment in Brooklyn Brownstone,Entire home/apt,267.0,1.0,4.0,No smoking,3,Jamestown
4374,"Enormous, Beautiful Apartment near Prospect Park",Entire home/apt,1068.0,1.0,5.0,No smoking & No pets,8,La Crosse
4375,15 min to NYC from a comfy and clean house.,Private room,636.0,2.0,3.0,No smoking & No visitors,2,Gulfport
4376,Private studio at a housework with backyard,Entire home/apt,773.0,3.0,4.0,No smoking,7,Springfield
4377,Corner Junior Suite Room with One King Bed,Private room,1093.0,1.0,3.0,,1,Seattle
4378,Close by Central Park,Private room,676.0,3.0,5.0,No smoking & No visitors & No pets,2,Bismarck
4379,Beautiful room in West Harlem,Private room,944.0,30.0,5.0,No visitors & No pets & No children under 10,2,Minneapolis
4380,Spacious 1+ bedroom apt in NYC,Entire home/apt,547.0,1.0,5.0,No visitors,5,Shreveport
4381,Rosedale Private residential ( SMOKE FREE),Entire home/apt,603.0,1.0,5.0,No visitors & No smoking & No children under 10,3,Roanoke
4382,One bedroom in Williamsburg,Private room,878.0,3.0,3.0,No parties,1,Martha's Vineyard
4383,Bedroom Apartment in the Heart of Manhattan,Private room,208.0,2.0,5.0,No children under 10 & No parties,2,Birmingham
4384,Private room with Central Park view,Private room,318.0,10.0,4.0,No pets & No smoking & No children under 10,2,Billings
4385,Harlem Parkside - 1 cozy bedroom,Private room,946.0,2.0,4.0,,2,Monterey
4386,Cozy Private Bedroom Near LGA,Private room,1077.0,2.0,3.0,No children under 10 & No smoking & No pets,1,Palm Springs
4387,Water View near Flushing近法拉盛海景房,Entire home/apt,687.0,7.0,2.0,No visitors,4,Great Falls
4388,Sunny Bedroom in Clinton Hill,Private room,663.0,3.0,5.0,No children under 10 & No smoking,1,Lafayette
4389,Awesome Apartment near Times Sq.,Entire home/apt,811.0,1.0,3.0,No smoking,8,Christiansted
4390,Perfect Williamsburg Summer Haven,Entire home/apt,250.0,2.0,5.0,No pets,3,Idaho Falls
4391,Cherry Hill House - Blue Room,Private room,1008.0,1.0,1.0,No smoking & No children under 10 & No pets,1,St. Petersburg
4392,Private bedroom on Upper East Side !!!,Private room,630.0,2.0,1.0,No parties,1,Moab
4393,Central park lovely cozy room,Private room,322.0,1.0,3.0,,2,Lubbock
4394,Sonder | 180 Water | Pristine Studio + Rooftop,Entire home/apt,448.0,29.0,3.0,No smoking & No visitors,3,Worcester
4395,"Great deal, full equiped room in Times Square",Private room,1169.0,1.0,3.0,No children under 10 & No pets,2,Branson
4396,Cozy Private Rm #2C Two Beds Near JFK and J Train,Private room,1041.0,1.0,4.0,No pets & No smoking,2,North Platte
4397,"Queens,Woodside.NY",Private room,101.0,1.0,5.0,,2,Cedar City
4398,Large one bedroom apt in Greenpoint,Entire home/apt,230.0,7.0,1.0,No visitors,3,Panama City
4399,True NYC Living! Flatiron:1 bdrm w/ outdoor space!,Entire home/apt,87.0,1.0,3.0,No visitors & No parties,2,Scottsbluff
4400,"Sunny, Spacious Apartment in Prime Williamsburg",Entire home/apt,301.0,2.0,1.0,No pets & No visitors,3,Johnstown
4401,Private Bedroom in Washington Heights,Private room,753.0,2.0,5.0,No visitors,2,Scranton
4402,Amazing 3BR Triplex Family Apartment w/ Garden,Entire home/apt,867.0,30.0,4.0,No children under 10,3,Jackson
4403,Historic Rockaway Beach Bungalow-By Subway & Beach,Entire home/apt,473.0,1.0,5.0,No smoking & No parties & No pets,3,Helena
4404,2 Full Size Beds Lower East Side,Entire home/apt,961.0,1.0,3.0,No smoking,8,Sarasota
4405,Big studio  in Pospect Park,Entire home/apt,320.0,5.0,3.0,No parties,2,Saginaw
4406,1 bedroom/1 Bath/Balcony/Wash-Dryer,Entire home/apt,308.0,1.0,4.0,,2,Waterloo
4407,Industrial bedroom  1 minute to Subway,Private room,960.0,2.0,2.0,No parties,2,Aberdeen
4408,Artist Apartment with Tons of Space,Entire home/apt,487.0,20.0,4.0,No parties & No children under 10 & No pets,2,Boston
4409,HUGE 4 Bedroom PERFECT Wilburg Apt. on Bedford Ave,Entire home/apt,1134.0,4.0,3.0,No children under 10,9,Norfolk
4410,Modern apartment w/ gorgeous view,Private room,921.0,3.0,1.0,No pets,2,Chattanooga
4411,Spacious cozy apartment,Entire home/apt,314.0,2.0,1.0,No children under 10,3,Dallas
4412,A cozy garden apartment,Entire home/apt,902.0,2.0,3.0,No parties & No pets,3,Longview
4413,"Great location, private bedroom with two windows.",Private room,883.0,2.0,3.0,No pets,1,Amarillo
4414,Spacious and Clean Brooklyn Flat,Entire home/apt,881.0,15.0,3.0,No parties,5,Eugene
4415,ROOFTOP SWIMMING-POOL 1/BR APT.,Entire home/apt,464.0,5.0,5.0,No pets & No smoking & No visitors,3,Moline
4416,Sunny and Large Brooklyn Apartment!,Entire home/apt,866.0,4.0,4.0,No visitors,2,Panama City
4417,Spacious Room in East Village Oasis,Private room,652.0,6.0,1.0,,2,Memphis
4418,Massive 4 bed 3 bath Loft in SoHo/Little Italy,Entire home/apt,1089.0,3.0,5.0,No parties & No children under 10,4,Hancock
4419,"Private, Sunny, lofted bedroom in Bushwick, BK",Private room,391.0,1.0,5.0,No children under 10 & No visitors,2,Akron
4420,Private large room near LGA airport with queen bed,Private room,552.0,1.0,2.0,No pets,1,Knoxville
4421,Private Bedroom Midtown,Private room,826.0,4.0,2.0,No parties & No visitors,1,Albany
4422,Classic East Village Apartment,Private room,549.0,1.0,1.0,,2,Manhattan
4423,"Sun Filled, Luxury 1BR with Pool, Gym, Roof Deck!",Entire home/apt,585.0,1.0,4.0,No visitors & No parties & No pets,4,Pasco
4424,Delightful studio apartment.,Entire home/apt,335.0,2.0,2.0,No children under 10 & No pets,2,Oklahoma City
4425,Sun-drenched Charles Street studio!,Entire home/apt,1012.0,9.0,1.0,No visitors & No pets,10,Ogden
4426,Beautiful Apartment On Stivers Row,Entire home/apt,283.0,3.0,3.0,No children under 10,3,La Crosse
4427,Bedroom in Brooklyn Communal House,Private room,512.0,2.0,2.0,No smoking,1,Rock Springs
4428,Cozy Apartment in Chinatown/LES,Private room,193.0,5.0,3.0,No visitors,2,Aberdeen
4429,peaceful tree view room in sweet neighborhood,Private room,616.0,3.0,3.0,No children under 10,1,Providence
4430,Next to Central Park,Private room,913.0,2.0,2.0,No visitors & No smoking,1,Jacksonville
4431,J & G Comfort Cove: Feel of luxury and tranquility,Entire home/apt,756.0,1.0,5.0,No smoking & No children under 10,7,Florence
4432,Your SUNNYROOM 15mnts to Manhattan!,Private room,154.0,2.0,4.0,No smoking & No parties & No visitors,2,Kansas City
4433,478 BROOKLYN  2 bedrooms/2 bathrooms (974sf),Entire home/apt,693.0,30.0,3.0,No smoking & No parties,2,Mosinee
4434,Cozy Private room in Fort Greene,Private room,1101.0,2.0,4.0,,1,Rapid City
4435,Cute bedroom available near subway in Astoria!,Private room,1189.0,2.0,5.0,No parties & No smoking & No pets,1,Ashland
4436,"One of a kind, entire Brooklyn apartment",Entire home/apt,84.0,2.0,3.0,No pets,3,Deadhorse
4437,Williamsburg Loft Bedroom,Private room,586.0,8.0,4.0,No smoking & No parties,1,Stillwater
4438,Hells Kitchen 3 Bedroom,Entire home/apt,61.0,30.0,3.0,No visitors & No smoking,2,Des Moines
4439,Awesome Room in the Heart of Bushwick!,Private room,404.0,7.0,4.0,No visitors & No pets & No children under 10,1,Charlotte
4440,Park Slope Home away from Home,Entire home/apt,137.0,4.0,3.0,No children under 10 & No pets,3,Texarkana
4441,BEAUTIFUL NEW Renovated Apt!!,Entire home/apt,314.0,1.0,2.0,No children under 10,2,Honolulu
4442,"Spacious, Sunny Room in Park Slope",Private room,338.0,2.0,5.0,No pets & No smoking,1,Honolulu
4443,Magnificent NYC 1BR Apt + Superb Amenities!,Entire home/apt,416.0,30.0,2.0,,4,Juneau
4444,Large Bed-Stuy Apartment,Entire home/apt,132.0,6.0,4.0,No visitors,2,New York
4445,Beautiful Private Room Big Windows,Private room,755.0,30.0,3.0,No pets & No parties & No smoking,1,Fort Smith
4446,Charming 1BR in heart of Chinatown,Private room,503.0,2.0,2.0,No smoking & No children under 10,2,Wilmington
